communityname;state;countyCode;communityCode;fold;population;householdsize;racepctblack;racePctWhite;racePctAsian;racePctHisp;agePct12t21;agePct12t29;agePct16t24;agePct65up;numbUrban;pctUrban;medIncome;pctWWage;pctWFarmSelf;pctWInvInc;pctWSocSec;pctWPubAsst;pctWRetire;medFamInc;perCapInc;whitePerCap;blackPerCap;indianPerCap;AsianPerCap;OtherPerCap;HispPerCap;NumUnderPov;PctPopUnderPov;PctLess9thGrade;PctNotHSGrad;PctBSorMore;PctUnemployed;PctEmploy;PctEmplManu;PctEmplProfServ;PctOccupManu;PctOccupMgmtProf;MalePctDivorce;MalePctNevMarr;FemalePctDiv;TotalPctDiv;PersPerFam;PctFam2Par;PctKids2Par;PctYoungKids2Par;PctTeen2Par;PctWorkMomYoungKids;PctWorkMom;NumKidsBornNeverMar;PctKidsBornNeverMar;NumImmig;PctImmigRecent;PctImmigRec5;PctImmigRec8;PctImmigRec10;PctRecentImmig;PctRecImmig5;PctRecImmig8;PctRecImmig10;PctSpeakEnglOnly;PctNotSpeakEnglWell;PctLargHouseFam;PctLargHouseOccup;PersPerOccupHous;PersPerOwnOccHous;PersPerRentOccHous;PctPersOwnOccup;PctPersDenseHous;PctHousLess3BR;MedNumBR;HousVacant;PctHousOccup;PctHousOwnOcc;PctVacantBoarded;PctVacMore6Mos;MedYrHousBuilt;PctHousNoPhone;PctWOFullPlumb;OwnOccLowQuart;OwnOccMedVal;OwnOccHiQuart;OwnOccQrange;RentLowQ;RentMedian;RentHighQ;RentQrange;MedRent;MedRentPctHousInc;MedOwnCostPctInc;MedOwnCostPctIncNoMtg;NumInShelters;NumStreet;PctForeignBorn;PctBornSameState;PctSameHouse85;PctSameCity85;PctSameState85;LemasSwornFT;LemasSwFTPerPop;LemasSwFTFieldOps;LemasSwFTFieldPerPop;LemasTotalReq;LemasTotReqPerPop;PolicReqPerOffic;PolicPerPop;RacialMatchCommPol;PctPolicWhite;PctPolicBlack;PctPolicHisp;PctPolicAsian;PctPolicMinor;OfficAssgnDrugUnits;NumKindsDrugsSeiz;PolicAveOTWorked;LandArea;PopDens;PctUsePubTrans;PolicCars;PolicOperBudg;LemasPctPolicOnPatr;LemasGangUnitDeploy;LemasPctOfficDrugUn;PolicBudgPerPop;murders;murdPerPop;rapes;rapesPerPop;robberies;robbbPerPop;assaults;assaultPerPop;burglaries;burglPerPop;larcenies;larcPerPop;autoTheft;autoTheftPerPop;arsons;arsonsPerPop;ViolentCrimesPerPop;nonViolPerPop
Oaklandborough;NJ;3;53850;5;11997;03.lip;43678,00;96,20;11720,00;26330,00;13,15;23,77;43720,00;29037,00;11997,00;100,00;63384,00;91,05;0,46;63,63;18,42;20090,00;13,16;66569,00;23557,00;23735,00;24599,00;12418,00;16436,00;21872,00;16639,00;179,00;19360,00;13271,00;28430,00;36,54;36192,00;71,14;16,52;24,53;43653,00;38,81;21641,00;28,21;24990,00;24228,00;45352,00;89,97;87,61;99,22;89,83;56,12;67,85;45,00;0,57;1117,00;43630,00;17,55;21,49;43791,00;11324,00;23012,00;2,00;43618,00;87,62;0,57;43500,00;24167,00;3,00;43499,00;43679,00;92,33;42005,00;14,61;3,00;112,00;97,21;91,78;28856,00;33,04;1959,00;0,15;0,42;182200,00;214300,00;260700,00;78500,00;622,00;855,00;1001,00;379,00;991,00;43552,00;43669,00;43692,00;0,00;0,00;11567,00;55,24;66,51;84,09;91,08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43716,00;1345,80;26024,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;0,00;0,00;3,00;24,59;6,00;49,17;75,00;614,65;3,00;24,59;1,00;43504,00;24,59;696,6
Germantowncity;TN;NA;NA;5;32893;03.lip;31048,00;95,15;26330,00;0,85;16,62;21,53;23285,00;43621,00;32893,00;100,00;69019,00;90,11;43132,00;68,13;25538,00;0,97;17107,00;71958,00;28087,00;28281,00;29695,00;40782,00;19439,00;12981,00;17225,00;364,00;43770,00;0,61;28522,00;53,52;46784,00;70,03;11658,00;24,99;28522,00;46,24;31107,00;22,13;42917,00;20210,00;12114,00;91,08;90,70;96,55;90,25;48,26;57,76;90,00;0,41;1285,00;27699,00;13,31;28,17;38,68;0,46;0,52;43466,00;18629,00;94,49;0,47;11383,00;33270,00;43649,00;42064,00;13912,00;91,93;0,34;13759,00;4,00;418,00;96,24;89,58;0,96;24,64;1978,00;0,12;0,11;119800,00;145100,00;189100,00;69300,00;454,00;530,00;728,00;274,00;631,00;23,00;43575,00;43687,00;0,00;0,00;33298,00;37,88;49,69;72,86;74,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43723,00;2067,70;0,29;NA;NA;NA;NA;0,00;NA;0,00;0,00;1,00;27426,00;6,00;16,49;3,00;45870,00;61,00;167,69;573,00;1575,21;32,00;87,97;2,00;43590,00;27,49;1836,4
Medfieldtown;MA;21;39765;5;10531;03.lip;0,67;98,32;0,87;0,56;31017,00;43607,00;42309,00;17349,00;9560,00;90,78;66084,00;89,42;0,35;68,04;43514,00;16438,00;13,87;73524,00;26103,00;25522,00;75165,00;0,00;43512,00;0,00;5093,00;172,00;24473,00;36161,00;28277,00;49,08;43500,00;70,66;43726,00;29,18;21306,00;44,10;47209,00;43798,00;13332,00;31168,00;12844,00;90,43;90,33;96,40;88,13;60,66;66,85;66,00;0,93;531,00;30803,00;26481,00;21,28;25,99;0,29;0,39;43647,00;11324,00;93,37;0,35;12875,00;20515,00;36192,00;43160,00;43679,00;87,89;0,61;43517,00;3,00;73,00;97,91;82,61;0,00;21,92;1966,00;0,00;0,00;203700,00;242200,00;309500,00;105800,00;400,00;609,00;752,00;352,00;662,00;43671,00;43637,00;43657,00;0,00;0,00;43560,00;64,39;68,25;84,59;93,32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,00;700,50;45778,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;2,00;18,44;1,00;44805,00;34,00;313,48;78,00;719,16;4,00;36,88;0,00;0,00;27,66;1069,5
Newtowntown;CT;1;52980;9;20779;03.cze;0,99;97,31;46753,00;25204,00;13,35;43638,00;43476,00;43532,00;35,00;0,17;60830,00;85,90;24473,00;63,36;19,16;14246,00;13,51;65537,00;22747,00;22907,00;15795,00;15322,00;18661,00;16152,00;10050,00;498,00;43587,00;16497,00;16011,00;39,72;22372,00;67,53;22,15;25,19;29007,00;39,15;42522,00;43736,00;43532,00;43715,00;46082,00;90,37;87,77;96,31;88,51;53,17;65,09;121,00;0,86;1139,00;0,61;13,78;20,81;23,27;0,03;0,76;41640,00;46753,00;93,66;0,51;16163,00;24898,00;34366,00;3,00;16469,00;90,68;0,68;19,22;3,00;396,00;94,50;88,82;46023,00;41,67;1964,00;0,46;0,15;181400,00;228500,00;295200,00;113800,00;410,00;626,00;902,00;492,00;820,00;43552,00;43520,00;43479,00;0,00;0,00;17654,00;52,25;59,71;84,36;88,58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59,80;347,30;0,94;NA;NA;NA;NA;0,00;NA;2,00;17777,00;0,00;0,00;2,00;17777,00;2,00;17777,00;129,00;611,58;235,00;1114,11;25,00;118,52;3,00;14,22;28,45;1858,4
Brunswicktown;ME;5;8430;7;20906;lut.71;43709,00;96,09;12420,00;13881,00;16,78;31,64;18,19;26238,00;0,00;0,00;30896,00;80,36;0,49;48,06;25,49;43620,00;20,28;36577,00;14343,00;14537,00;9054,00;12200,00;9156,00;11060,00;9253,00;1472,00;27211,00;28246,00;16,48;26,51;32203,00;65,36;16,42;32,53;12724,00;33,03;28672,00;32,48;43405,00;19238,00;43499,00;79,98;78,86;86,74;82,07;63,25;70,30;169,00;41640,00;616,00;43626,00;43699,00;24,51;26,62;0,30;0,65;0,72;0,78;90,68;0,58;35096,00;43467,00;17199,00;19391,00;13912,00;61,62;46023,00;45,65;3,00;486,00;94,07;60,17;17199,00;50,21;1966,00;43678,00;0,60;89400,00;117300,00;158400,00;69000,00;328,00;430,00;546,00;218,00;478,00;43734,00;43699,00;43567,00;14,00;0,00;34731,00;43,95;39,26;54,36;66,10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48,50;431,30;0,26;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;4,00;18,96;2,00;17777,00;100,00;474,09;357,00;1692,50;5,00;43669,00;3,00;14,22;28,45;2204,5
Greenfieldcity;IN;NA;NA;8;11657;lut.74;0,10;99,05;0,51;42370,00;14,18;43826,00;26268,00;43567,00;0,00;0,00;29042,00;80,49;21551,00;38,98;29,34;43712,00;43727,00;33971,00;12563,00;12584,00;6388,00;19646,00;5723,00;25953,00;12481,00;873,00;28307,00;13028,00;24,39;43478,00;16163,00;62,55;43516,00;43517,00;43635,00;21,74;46661,00;22,76;43629,00;28795,00;41699,00;79,41;76,25;91,87;82,14;72,57;75,53;100,00;0,98;166,00;23621,00;23621,00;43631,00;43631,00;0,14;0,14;0,21;0,21;96,93;0,39;15797,00;12479,00;23408,00;27061,00;16103,00;69,67;43710,00;42,40;3,00;176,00;96,02;67,12;41640,00;43,18;1959,00;20911,00;0,63;42300,00;57400,00;79100,00;36800,00;254,00;323,00;380,00;126,00;403,00;43518,00;43512,00;43477,00;0,00;0,00;15342,00;76,22;51,27;79,75;92,56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43561,00;1832,90;0,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;3,00;22,83;1,00;22463,00;37,00;281,58;229,00;1742,77;19,00;144,60;2,00;15,22;30,44;2184,2
Warsawcity;IN;NA;NA;9;10968;lut.61;43647,00;96,70;0,82;30713,00;13,42;43492,00;43070,00;18233,00;0,00;0,00;29978,00;80,25;12055,00;42,30;29,61;43589,00;13,43;35328,00;14633,00;14853,00;9787,00;11013,00;6831,00;9058,00;10904,00;943,00;28338,00;43807,00;43669,00;17,85;17227,00;65,28;38,62;17,61;23,15;43730,00;46997,00;24,41;13,57;43627,00;43772,00;76,22;75,11;79,90;79,25;61,41;70,86;234,00;19391,00;239,00;43535,00;35,15;35,15;48,12;0,25;0,77;0,77;43586,00;95,17;0,86;41760,00;23437,00;20121,00;25965,00;45689,00;68,82;23408,00;46,31;3,00;291,00;93,53;64,75;0,69;26,46;1956,00;18080,00;0,51;41800,00;56700,00;83100,00;41300,00;233,00;301,00;364,00;131,00;401,00;43520,00;43482,00;43597,00;21,00;0,00;43132,00;69,04;51,70;84,47;92,01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43686,00;1122,40;0,35;NA;NA;NA;NA;0,00;NA;0,00;0,00;3,00;22,99;1,00;24289,00;0,00;0,00;88,00;674,43;551,00;4222,87;35,00;268,24;2,00;15,33;30,66;5180,9
Cheshiretown;CT;9;14160;7;25684;03.sie;43711,00;93,06;32509,00;27791,00;15,46;25,18;13,84;43374,00;21231,00;82,66;58250,00;84,55;12055,00;62,70;23,52;28856,00;14,75;64162,00;23204,00;24124,00;6510,00;21429,00;24364,00;1110,00;16567,00;528,00;44958,00;43500,00;43627,00;42,74;19419,00;63,75;43570,00;43616,00;19845,00;46,31;15462,00;34,97;30498,00;21702,00;44621,00;89,33;86,49;96,37;86,84;59,82;73,05;59,00;0,34;1291,00;25082,00;14,33;19,21;26,96;0,49;0,72;0,97;12785,00;92,33;0,57;16862,00;28157,00;29983,00;34731,00;43467,00;88,95;0,38;23,55;3,00;250,00;97,09;85,17;0,80;43585,00;1965,00;0,12;0,13;166500,00;203000,00;267000,00;100500,00;443,00;619,00;788,00;345,00;696,00;43551,00;43730,00;43628,00;0,00;0,00;43529,00;60,95;59,44;82,13;89,93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,10;753,40;46388,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;1,00;31107,00;4,00;15,38;3,00;20029,00;123,00;472,99;398,00;1530,47;41,00;157,66;9,00;34,61;30,76;2195,7
Bedfordtown;NH;11;4500;5;12563;mar.14;0,19;98,46;43101,00;0,52;15,39;21,75;31321,00;32690,00;2075,00;16,52;63782,00;86,11;0,93;65,58;17,51;0,50;14,35;68187,00;25883,00;25864,00;21818,00;7000,00;28021,00;40800,00;24358,00;274,00;45323,00;27851,00;12693,00;42,97;30376,00;70,83;15,87;25,86;43589,00;44,34;23833,00;24,24;24228,00;42856,00;11383,00;92,19;91,19;97,60;94,43;71,65;76,65;13,00;0,15;519,00;0,00;28611,00;43506,00;43506,00;0,00;0,24;0,41;0,41;87,51;0,22;46844,00;43649,00;43649,00;43802,00;12086,00;94,74;0,25;43509,00;3,00;159,00;96,17;93,07;0,00;50,31;1976,00;0,00;0,00;151700,00;199500,00;258600,00;106900,00;441,00;760,00;930,00;489,00;849,00;43491,00;43488,00;43597,00;0,00;0,00;41365,00;48,42;60,17;82,33;85,46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,00;369,30;0,39;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;1,00;32325,00;3,00;23,64;19,00;149,69;99,00;779,96;8,00;63,03;0,00;0,00;31,51;992,7
Colleyvillecity;TX;NA;NA;1;12724;03.lis;0,67;96,74;25934,00;46054,00;15,97;21,16;29129,00;43773,00;12724,00;100,00;77530,00;92,92;43709,00;60,18;17777,00;19360,00;43689,00;80541,00;31967,00;31742,00;42375,00;34822,00;46973,00;2897,00;10510,00;159,00;45658,00;12086,00;35947,00;45,54;43802,00;70,71;14,28;18,59;24563,00;43,05;22737,00;19,78;24959,00;42125,00;46447,00;93,60;90,88;96,75;96,08;53,32;58,75;32,00;0,38;435,00;22,76;29,89;33,79;42,53;0,78;43497,00;42370,00;16438,00;95,08;0,52;34029,00;20880,00;43772,00;43802,00;31079,00;94,82;0,95;11505,00;4,00;215,00;95,01;94,36;0,47;44,65;1982,00;0,20;0,00;129900,00;187900,00;283500,00;153600,00;370,00;496,00;733,00;363,00;647,00;43639,00;43668,00;43508,00;0,00;0,00;15401,00;44,35;41,63;64,23;73,50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43629,00;937,00;0,27;NA;NA;NA;NA;0,00;NA;0,00;0,00;1,00;47239,00;1,00;47239,00;4,00;21,17;31,00;164,04;229,00;1211,77;8,00;42,33;1,00;47239,00;31,75;1423,4
Hillsboroughtownship;NJ;35;31890;6;28808;lut.86;46082,00;91,39;23102,00;24504,00;25143,00;24,31;43687,00;43586,00;17347,00;60,22;59069,00;93,61;11689,00;62,24;31017,00;43556,00;43506,00;62724,00;22449,00;22650,00;21769,00;0,00;18989,00;19459,00;20020,00;379,00;12055,00;43772,00;20302,00;43,63;16862,00;77,15;43516,00;25,15;24990,00;43,59;43591,00;25,58;34182,00;19906,00;44986,00;88,94;88,48;97,22;84,29;55,23;70,70;139,00;0,83;2388,00;26115,00;17,84;28,73;37,23;0,64;17533,00;13912,00;43711,00;89,29;0,99;34029,00;43649,00;30713,00;34731,00;13547,00;84,04;43678,00;35,75;3,00;332,00;96,81;80,90;43771,00;28,61;1977,00;0,26;0,12;144000,00;197900,00;251100,00;107100,00;625,00;700,00;883,00;258,00;824,00;43640,00;43641,00;43630,00;0,00;0,00;47331,00;55,42;47,09;65,48;84,55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,60;508,50;41334,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;9,00;43645,00;1,00;44986,00;105,00;339,04;323,00;1042,94;18,00;58,12;1,00;44986,00;32,29;1443,3
Ashlandcity;OH;5;2568;5;20079;lut.63;20821,00;97,15;1,00;0,63;43816,00;29,18;43633,00;13,81;0,00;0,00;24536,00;74,73;0,80;44,54;30,24;43617,00;43818,00;30345,00;12029,00;11798,00;10484,00;16528,00;38234,00;5629,00;8746,00;2248,00;41609,00;42917,00;23,68;43787,00;17319,00;57,70;35,40;26,85;43580,00;24,87;43686,00;28,56;19329,00;35339,00;43499,00;74,77;72,27;84,54;79,20;57,38;72,40;121,00;0,78;349,00;31,52;37,82;39,26;39,26;0,55;0,66;0,68;0,68;96,05;0,56;17593,00;12086,00;15738,00;20121,00;44958,00;67,29;42736,00;45,30;3,00;388,00;95,16;64,26;0,52;37,89;1955,00;45047,00;0,40;37100,00;50400,00;72700,00;35600,00;194,00;254,00;311,00;117,00;341,00;43670,00;43662,00;43567,00;4,00;0,00;27030,00;80,41;50,67;79,63;92,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43686,00;2044,00;0,16;NA;NA;NA;NA;0,00;NA;0,00;0,00;1,00;26390,00;2,00;15950,00;4,00;18,86;68,00;320,68;381,00;1796,75;30,00;141,48;2,00;15950,00;33,01;2268,3
Ryecity;NY;119;64309;6;14936;lut.75;22647,00;90,33;43714,00;23833,00;34639,00;22,13;14519,00;22616,00;14936,00;100,00;69695,00;83,75;0,21;65,77;25,36;31778,00;13,69;86126,00;46038,00;48138,00;18193,00;142500,00;30231,00;10648,00;13692,00;567,00;31107,00;32540,00;33482,00;51,24;20121,00;62,67;46296,00;27,57;25965,00;49,71;13606,00;27,83;43807,00;14032,00;42064,00;88,47;89,05;98,94;90,72;24,42;41,95;65,00;0,61;3453,00;34,78;48,91;56,13;59,83;43563,00;11628,00;36130,00;13,83;80,36;42064,00;43712,00;43772,00;43648,00;30713,00;13181,00;75,25;44562,00;30,48;3,00;188,00;96,65;71,63;0,53;43642,00;1948,00;0,22;0,14;314800,00;435700,00;500001,00;185201,00;599,00;859,00;1001,00;402,00;908,00;43670,00;43606,00;43725,00;0,00;0,00;43822,00;52,95;59,29;76,75;80,96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,00;2495,00;28,72;NA;NA;NA;NA;0,00;NA;2,00;13,35;0,00;0,00;2,00;13,35;1,00;24990,00;55,00;367,16;207,00;1381,84;32,00;213,62;0,00;0,00;33,38;1962,6
Sanfordtown;ME;31;65760;2;20463;lut.67;0,18;97,58;27030,00;0,88;43568,00;43795,00;24777,00;29891,00;0,00;0,00;27824,00;77,60;42736,00;38,37;28,73;31594,00;14,58;32943,00;12053,00;12102,00;3629,00;17417,00;9258,00;9347,00;14994,00;2095,00;43565,00;32478,00;27,39;21125,00;43715,00;62,32;35,89;19,46;24,25;18,43;17777,00;43521,00;28825,00;45962,00;43772,00;73,92;72,94;80,47;79,58;61,19;72,45;398,00;13547,00;1082,00;26785,00;13058,00;43568,00;25,32;0,30;0,55;0,71;12420,00;81,13;15707,00;11780,00;44256,00;23043,00;43679,00;12451,00;67,51;34700,00;47,68;3,00;671,00;91,94;63,49;12420,00;44,56;1960,00;43803,00;0,31;80300,00;94400,00;118000,00;37700,00;313,00;406,00;475,00;162,00;454,00;43613,00;43579,00;43690,00;9,00;0,00;11444,00;62,90;52,98;82,03;85,78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49,50;413,20;0,74;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;3,00;14,43;4,00;19,23;175,00;841,51;486,00;2336,99;30,00;144,26;0,00;0,00;33,66;3322,8
WhitefishBayvillage;WI;79;86700;7;14272;lut.62;0,50;97,77;16072,00;43101,00;19268,00;43634,00;15888,00;24077,00;14272,00;100,00;53539,00;80,91;21551,00;69,56;43610,00;15008,00;14,61;61180,00;27040,00;27000,00;17289,00;41150,00;32474,00;17000,00;13483,00;164,00;42005,00;11324,00;16893,00;61,25;35065,00;68,30;24442,00;38,74;43132,00;57,84;30011,00;20,85;21763,00;15128,00;43619,00;87,05;88,34;98,99;80,56;56,90;67,56;40,00;0,39;729,00;26,75;28,81;31,69;36,21;13516,00;17168,00;22647,00;31048,00;93,43;0,96;41334,00;43557,00;22678,00;27061,00;2,00;87,81;0,48;25,82;3,00;99,00;98,21;84,01;0,00;43516,00;1943,00;0,22;0,34;92700,00;120000,00;160500,00;67800,00;469,00;553,00;598,00;129,00;605,00;43546,00;43486,00;43479,00;0,00;0,00;43774,00;61,40;61,04;80,36;87,27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43498,00;6430,00;43557,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;3,00;21,16;2,00;43479,00;36,00;253,88;286,00;2016,93;18,00;126,94;0,00;0,00;35,26;2397,7
Dickinsoncity;ND;89;19620;2;16097;02.cze;0,11;98,65;0,38;0,65;14,85;27,13;13,27;43800,00;0,00;0,00;21615,00;76,29;43713,00;44,87;28,92;34851,00;43807,00;28305,00;10102,00;10135,00;250,00;7093,00;1750,00;20100,00;7107,00;2288,00;14,75;17,83;25,32;16,81;32234,00;62,86;16954,00;27,26;13,56;24,33;41791,00;29,63;46997,00;43684,00;42064,00;79,49;79,81;91,25;78,71;70,22;71,82;182,00;43497,00;189,00;30072,00;30072,00;19238,00;18,52;0,07;0,07;0,11;0,22;90,15;0,65;26024,00;43525,00;18660,00;28522,00;43648,00;69,34;2,00;43,33;3,00;653,00;90,45;62,72;0,61;55,13;1973,00;21582,00;0,32;31500,00;44000,00;58800,00;27300,00;156,00;231,00;288,00;132,00;266,00;43489,00;43637,00;43690,00;2,00;0,00;42736,00;79,41;49,11;82,66;92,93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43534,00;1558,00;0,14;NA;NA;NA;NA;0,00;NA;0,00;0,00;1,00;42156,00;0,00;0,00;5,00;30,74;17,00;104,51;367,00;2256,24;5,00;30,74;0,00;0,00;36,89;2391,5
Moundsvillecity;WV;NA;NA;5;10753;lut.53;46753,00;98,36;0,20;41275,00;43629,00;23,38;22951,00;43482,00;10753,00;100,00;20036,00;63,85;0,16;38,33;39,86;10,00;43671,00;24126,00;10048,00;10078,00;6528,00;3723,00;2000,00;0,00;8895,00;1692,00;43662,00;14,37;35,59;26146,00;12663,00;43,98;14,97;25,51;43603,00;19,88;43781,00;27,58;43658,00;15311,00;34731,00;72,67;66,92;78,98;84,27;48,00;61,72;168,00;26299,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;97,61;0,32;24869,00;32143,00;13912,00;15373,00;11355,00;69,51;44562,00;51,99;2,00;360,00;92,20;68,48;42826,00;56,94;1943,00;36039,00;0,26;27900,00;38100,00;50400,00;22500,00;142,00;188,00;238,00;96,00;276,00;28,00;43661,00;43688,00;0,00;0,00;0,28;84,48;58,35;86,25;93,10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00;3623,00;0,11;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;1,00;45170,00;3,00;27,69;80,00;738,28;278,00;2565,52;34,00;313,77;0,00;0,00;36,91;3617,6
Montvilletownship;NJ;27;47670;6;15600;mar.19;43466,00;90,42;43473,00;34335,00;14,99;24,83;43629,00;43678,00;13977,00;89,60;74825,00;90,84;24108,00;65,16;21,51;44958,00;15,54;78445,00;29785,00;30197,00;16468,00;0,00;26432,00;9867,00;16910,00;122,00;0,79;13241,00;33543,00;38,37;43650,00;68,51;18,42;22,31;43593,00;41,27;16163,00;28,38;36281,00;45047,00;13940,00;91,14;89,03;98,75;91,14;48,84;61,85;5,00;0,05;1646,00;43658,00;17,13;22,17;23,39;12420,00;29587,00;12451,00;17199,00;84,08;20090,00;13636,00;43650,00;42064,00;43525,00;26330,00;92,63;0,98;43724,00;3,00;237,00;95,38;91,49;0,84;48,10;1967,00;0,41;0,23;214100,00;280800,00;375100,00;161000,00;586,00;786,00;1001,00;415,00;1001,00;24,00;22,00;43689,00;0,00;0,00;20363,00;57,32;69,20;81,81;92,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43604,00;798,40;22706,00;NA;NA;NA;NA;0,00;NA;1,00;43617,00;1,00;43617,00;3,00;18,57;1,00;43617,00;52,00;321,80;243,00;1503,81;37,00;228,97;0,00;0,00;37,13;2054,6
Hinghamtown;MA;23;30210;2;19821;lut.87;0,46;98,47;0,81;0,83;13,98;23,41;43720,00;46327,00;18865,00;95,18;60274,00;81,70;0,36;60,08;25,74;35855,00;43482,00;66386,00;25726,00;25749,00;28082,00;14188,00;26938,00;17316,00;15831,00;519,00;23408,00;11689,00;30437,00;48,20;43713,00;64,66;43565,00;30,21;43651,00;45,56;14336,00;30,22;36342,00;46539,00;46082,00;86,79;86,72;96,71;87,28;52,99;63,48;76,00;0,50;906,00;27454,00;15097,00;15,89;43483,00;0,17;0,25;0,73;0,83;94,79;0,27;25294,00;25263,00;30713,00;35096,00;43497,00;87,64;0,27;26,64;3,00;246,00;96,56;84,02;23012,00;39,43;1953,00;0,12;0,17;186400,00;241300,00;326300,00;139900,00;428,00;662,00;874,00;446,00;783,00;43491,00;43517,00;43660,00;27,00;0,00;20911,00;72,60;68,35;82,53;94,14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43547,00;851,40;12298,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;3,00;14,23;4,00;18,98;1,00;27120,00;127,00;602,52;328,00;1556,12;37,00;175,54;0,00;0,00;37,95;2334,2
Yorktowntown;NY;119;84077;10;33467;3;31444,00;93,83;17930,00;23071,00;13,24;23,48;29160,00;12693,00;30649,00;91,58;59633,00;83,87;0,67;61,61;25,15;20121,00;18,36;65249,00;22290,00;22272,00;21296,00;23948,00;18065,00;44840,00;24071,00;1136,00;16862,00;43559,00;23682,00;35,90;14305,00;66,69;43658,00;43829,00;43621,00;40,02;46113,00;27,55;11841,00;12175,00;46813,00;90,91;88,37;95,19;91,37;53,50;66,60;158,00;0,68;3392,00;41456,00;13,77;18,28;23,14;0,72;43556,00;31048,00;12816,00;88,02;43678,00;33695,00;43559,00;33635,00;43619,00;43771,00;89,54;43586,00;31,73;3,00;724,00;93,91;85,51;0,00;53,04;1964,00;0,20;0,47;182200,00;216300,00;255500,00;73300,00;473,00;643,00;849,00;376,00;743,00;43553,00;43520,00;43692,00;17,00;0,00;41913,00;77,02;67,65;86,48;94,90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38,10;879,30;34881,00;NA;NA;NA;NA;0,00;NA;0,00;0,00;0,00;0,00;5,00;14,76;8,00;23,62;112,00;330,70;639,00;1886,74;35,00;103,34;1,00;34731,00;38,38;2323,7
